,sender,ccode,cname,year,cname_year,ccodecow,v2x_polyarchy,v2xme_alt_info_index,v2xel_clean_elections_index,v2xcs_civil_society_index,v2x_civil_liberties_index,ciri_empinx_new,ciri_empinx_old,ciri_physint,gd_ptsa,gd_ptsh,gd_ptss,p_polity,p_polity2,p_sf,ht_colonial,ht_partsz,ht_region,ht_regtype,ht_regtype1,US_colony,FR_UK_colony,latency_lab,latency_pilot,coup1,coup2,coup3,coup4,date1,date2,date3,date4,conflict,sum_conflict,max_conflict,one_sided_violence,best_fatality_estimated_osv,GDP_constant_2010_USD_WDI,GDP_growth_annual_WDI,GDPpc_constant_USD_WDI,pop_tot_WDI,threat_dyad,sanction_dyad,potential_sanction,democracy_sanction,additional_sanction,caseid,targetstate,EU,single_EU,US,single_US,UN,single_UN,combination,sender_combination,Euprimarysender,startyearEU,startdateEU,startyearUS,startdateUS,startyearUN,startdateUN,endyearEU,enddateEU,endyearUS,enddateUS,endyearUN,enddateUN,sender2,sender3,sender4,sender5,institution2,targetinstitution2,institution3,targetinstitution3,otherinstitution,multi,issue1,issue2,issue3,otherissue,threatEU,threatEU_id,threatEU_type,threatEU_type_other,threatUS,threatUS_id,threatUS_type,threatUS_type_other,threatUN,threatUN_id,threatUN_type,threatUN_type_other,impositionEU,impositionEU_year,impositionEU_start,impositionEU_id,impositionEU_type,impositionEU_type_other,impositionEU_econ,impositionEU_target,impositionEU_intensity,impositionEU_gradualism,impositionUS,impositionUS_year,impositionUS_start,impositionUS_id,impositionUS_type,impositionUS_type_other,impositionUS_econ,impositionUS_target,impositionUS_intensity,impositionUS_gradualism,impositionUN,impositionUN_year,impositionUN_start,impositionUN_id,impositionUN_type,impositionUN_type_other,impositionUN_econ,impositionUN_target,impositionUN_intensity,impositionUN_gradualism,finaloutcome,threat,threat_success,sanction,sanctions_success,success,policyresult,sanctioncontribution,HSEscore,datasource,link,comments
10,EU,4,Afghanistan,1999,Afghanistan 1999,700,0.0751419867331673,0.09360251451394448,0.0,0.039676199097793435,0.0454326403753068,2.0,1.0,0.0,5.0,,5.0,-7.0,-7.0,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Theocracy,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,2.0,1,436.0,,,,19038420.0,0,1,1,1,.,1996121701,700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,EU-US-UN,0.0,1996.0,17dec1996,1997.0,22may1997,1999.0,15oct1999,2002.0,27may2002,2002.0,02jul2002,2002.0,16jan2002,,,,,,,,,.,3.0,3.0,10.0,14.0,Surrender Osama bin Laden,0.0,.,.,.,0.0,.,.,.,1.0,UNSC,7;13,air embargo,1.0,1996.0,17dec1996,CFSP,12,.,3,3,9,1,1.0,1997.0,22may1997,GOV,7;12,.,4,3,12,2,1.0,1999.0,14nov1999,UNSC,4;7;9;12;13,air embargo,4,3,12,2,9.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,GIGA/TIES/HSE,https://piie.com/commentary/speeches-papers/case-99-1,Sanctions strength differs from usual coding
11,EU,4,Afghanistan,2000,Afghanistan 2000,700,0.0751419867331673,0.09360251451394448,0.0,0.039676199097793435,0.0432809225823466,1.0,0.0,0.0,5.0,,5.0,-7.0,-7.0,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Theocracy,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,2.0,1,152.0,,,,19701940.0,0,1,1,1,.,1996121701,700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,EU-US-UN,0.0,1996.0,17dec1996,1997.0,22may1997,1999.0,15oct1999,2002.0,27may2002,2002.0,02jul2002,2002.0,16jan2002,,,,,,,,,.,3.0,3.0,10.0,14.0,Surrender Osama bin Laden,0.0,.,.,.,0.0,.,.,.,1.0,UNSC,7;13,air embargo,1.0,1996.0,17dec1996,CFSP,12,.,3,3,9,1,1.0,1997.0,22may1997,GOV,7;12,.,4,3,12,2,1.0,1999.0,14nov1999,UNSC,4;7;9;12;13,air embargo,4,3,12,2,9.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,GIGA/TIES/HSE,https://piie.com/commentary/speeches-papers/case-99-1,Sanctions strength differs from usual coding
12,EU,4,Afghanistan,2001,Afghanistan 2001,700,0.0871169266111901,0.19690058573215025,0.0,0.18291483644156567,0.10629374346715,0.0,0.0,0.0,5.0,,5.0,,,1.0,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Occupation,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,1,298.0,,,,20531160.0,0,1,1,1,.,1996121701,700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,EU-US-UN,0.0,1996.0,17dec1996,1997.0,22may1997,1999.0,15oct1999,2002.0,27may2002,2002.0,02jul2002,2002.0,16jan2002,,,,,,,,,.,3.0,3.0,10.0,14.0,Surrender Osama bin Laden,0.0,.,.,.,0.0,.,.,.,1.0,UNSC,7;13,air embargo,1.0,1996.0,17dec1996,CFSP,12,.,3,3,9,1,1.0,1997.0,22may1997,GOV,7;12,.,4,3,12,2,1.0,1999.0,14nov1999,UNSC,4;7;9;12;13,air embargo,4,3,12,2,9.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,GIGA/TIES/HSE,https://piie.com/commentary/speeches-papers/case-99-1,Sanctions strength differs from usual coding
13,EU,4,Afghanistan,2002,Afghanistan 2002,700,0.22795652687325,0.6489496411505198,0.0,0.8181753670401161,0.564031179259284,2.0,4.0,3.0,5.0,,4.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Occupation,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0,,8013233121.55065,,372.93264112589,21487079.0,0,1,1,1,.,1996121701,700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,EU-US-UN,0.0,1996.0,17dec1996,1997.0,22may1997,1999.0,15oct1999,2002.0,27may2002,2002.0,02jul2002,2002.0,16jan2002,,,,,,,,,.,3.0,3.0,10.0,14.0,Surrender Osama bin Laden,0.0,.,.,.,0.0,.,.,.,1.0,UNSC,7;13,air embargo,1.0,1996.0,17dec1996,CFSP,12,.,3,3,9,1,1.0,1997.0,22may1997,GOV,7;12,.,4,3,12,2,1.0,1999.0,14nov1999,UNSC,4;7;9;12;13,air embargo,4,3,12,2,9.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,GIGA/TIES/HSE,https://piie.com/commentary/speeches-papers/case-99-1,Sanctions strength differs from usual coding
14,EU,4,Afghanistan,2003,Afghanistan 2003,700,0.231914296285043,0.6603801702590081,0.0,0.8181753670401161,0.598666559285163,,,,4.0,,4.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Occupation,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,1.0,0,,8689883606.07776,8.44416322679218,386.090617351516,22507368.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,EU,4,Afghanistan,2004,Afghanistan 2004,700,0.333240764841795,0.6603801702590081,0.28481044165204306,0.8181753670401161,0.59727149725828,,,,4.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0,,8781610175.40574,1.05555578746555,373.687924621039,23499850.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,EU,4,Afghanistan,2005,Afghanistan 2005,700,0.399572703272799,0.6603801702590081,0.2890616544139215,0.8052054822279587,0.573030198983856,2.0,1.0,4.0,5.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,2.0,0,,9762978844.07633,11.1752702416587,400.122936494632,24399948.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,EU,4,Afghanistan,2006,Afghanistan 2006,700,0.401390965434362,0.6777109658492291,0.2940827515184121,0.8052054822279587,0.578652614256879,3.0,1.0,4.0,5.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,10305228125.1392,5.55413762257501,409.20368760161,25183615.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,EU,4,Afghanistan,2007,Afghanistan 2007,700,0.402055742616391,0.6878196956189292,0.2940827515184121,0.8005377500984034,0.567532669342365,4.0,,4.0,5.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,2.0,0,,11721187594.2052,13.7402049898513,452.948223919749,25877544.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,EU,4,Afghanistan,2008,Afghanistan 2008,700,0.39685536097425,0.6820112105544718,0.2940827515184121,0.7869827782236958,0.568606610632484,3.0,,3.0,5.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,12144482858.18,3.61136839226168,457.785872996384,26528741.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,EU,4,Afghanistan,2009,Afghanistan 2009,700,0.371185617311681,0.6820112105544718,0.2166878616763754,0.7870243366691017,0.580162216599708,1.0,,4.0,5.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,14697331940.6464,21.0206487363678,540.198285108443,27207291.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,EU,4,Afghanistan,2010,Afghanistan 2010,700,0.371403479994903,0.6593738729535423,0.2210072526034499,0.7575111023003529,0.578229246802314,2.0,,3.0,5.0,,4.0,,,,0. Never colonized by a Western overseas colonial power,0.0,8. South Asia,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,15936800636.2487,8.43329048161792,569.940728793286,27962207.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,EU,4,Afghanistan,2011,Afghanistan 2011,700,0.364823778095784,0.6593738729535423,0.2210072526034499,0.7316824105638554,0.531402612722182,4.0,,4.0,5.0,,5.0,,,,0. Never colonized by a Western overseas colonial power,,8. South Asia,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,16911126453.2276,6.11368516942299,587.005047845623,28809167.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,EU,4,Afghanistan,2012,Afghanistan 2012,700,0.371104985922496,0.6593738729535423,0.22853022029598374,0.7316824105638554,0.53262817833787,,,,4.0,,4.0,,,,0. Never colonized by a Western overseas colonial power,,8. South Asia,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1.0,2.0,0,,19352203805.6294,14.4347412879524,651.001851952577,29726803.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,EU,4,Afghanistan,2013,Afghanistan 2013,700,0.382035622807594,0.7404437687741031,0.2289039918139896,0.7530894662327517,0.542813404991116,,,,,5.0,5.0,,,,0. Never colonized by a Western overseas colonial power,,8. South Asia,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,19731337260.6378,1.95912289275337,643.081145950878,30682500.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,EU,4,Afghanistan,2014,Afghanistan 2014,700,0.384503410825243,0.7013559525735886,0.25948088281554577,0.7530894662327517,0.549957051656573,,,,4.0,5.0,5.0,-1.0,-1.0,,0. Never colonized by a Western overseas colonial power,,8. South Asia,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,1,1.0,2.0,0,,19990317160.6756,1.31253090764642,632.054805733833,31627506.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,EU,4,Afghanistan,2015,Afghanistan 2015,700,0.387180075661763,0.7121816442456667,0.25948088281554577,0.7469012866704685,0.543190959914689,,,,5.0,5.0,4.0,-1.0,-1.0,,0. Never colonized by a Western overseas colonial power,,8. South Asia,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,1,2.0,2.0,0,,20158379460.8499,0.84071852799228,619.75131158497,32526562.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,EU,112,Belarus,1991,Belarus 1991,370,0.506305834118831,0.5501881622036473,0.6777959354696751,0.7084776463666318,0.704464927108023,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,0,,30154026050.1138,-1.19999999999921,2958.01707378005,10194000.0,0,0,0,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,EU,112,Belarus,1992,Belarus 1992,370,0.567772960025204,0.6295936943071814,0.6875683784537225,0.8100107566387535,0.817790867971193,5.0,6.0,5.0,,,2.0,7.0,7.0,,0. Never colonized by a Western overseas colonial power,0.3333333432674408,1. Eastern Europe and post Soviet Union,Democracy,Democracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,0,,27259239549.3028,-9.60000000000034,2668.28891437968,10216000.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,EU,112,Belarus,1993,Belarus 1993,370,0.57215098333853,0.6513689132158882,0.6875683784537225,0.7458566845820309,0.804690735549881,7.0,9.0,7.0,2.0,,2.0,7.0,7.0,,0. Never colonized by a Western overseas colonial power,0.3333333432674408,1. Eastern Europe and post Soviet Union,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,0,,25187537343.5558,-7.60000000000005,2459.96067424121,10239000.0,0,0,0,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,EU,112,Belarus,1994,Belarus 1994,370,0.615794576952476,0.6513689132158882,0.7144374616117453,0.6792655095115062,0.78342055412701,7.0,7.0,7.0,1.0,,2.0,7.0,7.0,,0. Never colonized by a Western overseas colonial power,0.3333333432674408,1. Eastern Europe and post Soviet Union,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,0,,22240595474.3598,-11.7,2174.69399377723,10227000.0,0,0,0,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,EU,112,Belarus,1995,Belarus 1995,370,0.528630781443326,0.5452574040899553,0.625069056226115,0.6360566178128331,0.722723638780313,5.0,6.0,5.0,2.0,,2.0,0.0,0.0,,0. Never colonized by a Western overseas colonial power,0.16153846681118011,1. Eastern Europe and post Soviet Union,Limited Multiparty,Multi party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,0,,19927573545.0263,-10.4000000000001,1954.83358299258,10194000.0,0,0,1,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
